Category,Item Name,Price,Description,Veg/Non-veg,Rating,Restaurant Index
Fish Burgers,Spicy Fish Burger,119,"Served with spicy fish patty with cheese , onion , tomato ",Non-veg,4.0,20
Egg Burgers,Egg Burger,69,"Served in egg with onion , tomato ",Non-veg,4.0,20
Egg Burgers,Heavy Spicy Egg Burger,95,"Served in double egg with onion , tomato ",Non-veg,4.0,20
Double Tikki Burgers,Double Veg Burger,139,"Served with double vegetable patty with cheese , onion , tomato ",Veg,4.0,20
Double Tikki Burgers,Double Veg Grilled Burger,149,"Served with double grilled vegetable patty with cheese , onion , tomato and barbique sauce",Veg,4.0,20
Double Tikki Burgers,Double Chicken Burger,149,"Served with double chicken patty with cheese , onion , tomato ",Non-veg,4.0,20
Double Tikki Burgers,Double Chicken Grilled Burger,159,"Served with double grilled chicken patty with cheese , onion , tomato and barbique sauce",Non-veg,4.0,20
Double Tikki Burgers,Double Egg Burger,119,"Served with double egg with cheese , onion , tomato",Non-veg,4.0,20
Double Tikki Burgers,Double Chicken Seek Burger,149,"Served with double chicken seek with cheese , onion , tomato ",Non-veg,4.0,20
Veg Wraps,Veg Ultimate Wrap,199,"Heavily loaded with paneer patty , vegetable patty , cheese ,mayo ,onion, tomato ",Veg,4.0,20
Veg Wraps,Veggie Wrap,95,"Aloo tikki patty , served with mayo , onion, capsicum ",Veg,4.0,20
Veg Wraps,Potato Salsa Wrap,99,"Tangy vegetable patty , served with salsa , onion , mayo",Veg,4.0,20
Veg Wraps,Potato Masala Wrap,99,"Tangy vegetable patty , served with chat masala , onion , mayo",Veg,4.0,20
Paneer Wraps,Paneer Wrap,99,"Served in grilled with fresh paneer , onion , sauces",Veg,4.0,20
Paneer Wraps,Paneer Teekha Wrap,109,"Served in grilled with spicy fresh paneer , onion , sauces",Veg,4.0,20
Egg Wraps,Egg Wrap,79,Fresh half fried egg with onion and sauces,Non-veg,4.0,20
Egg Wraps,Egg & Chicken Wrap,115,"Served in grilled with egg and chicken patty , onion , sauces",Non-veg,4.0,20
Fish Wrap,Fishy Wrap,119,"Served with crunchy fish patty , onion , sauces",Non-veg,4.0,20
Chicken Wraps,Chicken Wrap,105,"Served in grilled with chicken patty , onion , sauces",Non-veg,4.0,20
Chicken Wraps,Chicken Nuggets Wrap,119,"Served in grilled with chicken nugget , onion , sauces",Non-veg,4.0,20
Chicken Wraps,Chicken Seek Kabab Wrap,119,"Served in grilled with chicken seek , onion , sauces",Non-veg,4.0,20
Chicken Wraps,Chicken Ultimate Wrap,219,"Heavily loaded with egg , chicken patty , chicken seek , onion , sauces",Non-veg,4.0,20
Chicken Sandwich,Chicken Salami Sandwich,105,Loaded with grilled chicken salami with onion and sauces,Non-veg,4.0,20
Chicken Sandwich,Chicken Tikka Sandwich,119,Loaded with chicken patty blended with spices  ,Non-veg,4.0,20
Veg Sandwich's,Panner Sandwich,99,"Served with paneer , onion , sauces",Veg,4.0,20
Veg Sandwich's,Veggie Sandwich,59," mixture of cabbage , carrot , mayo and well grilled ",Veg,4.0,20
Veg Sandwich's,Potato Sandwich,89,"Tangy vegetable patty , mixture of cabbage , carrot , mayo and well grilled ",Veg,4.0,20
Veg Sandwich's,Cheesy Sandwich,69,"Tangy vegetable patty , mixture of cabbage , carrot , mayo and well grilled with cheese",Veg,4.0,20
Rolls,Double Egg And Chicken Roll,149,Loaded with double egg and juicy chicken patty with onion and sauces,Non-veg,4.0,20
Rolls,Spring Roll,59,Roll filled with spicy noodle ,Veg,4.0,20
Rolls,Chicken Seek Roll,105,"Chicken seek , served with mayo , onion , tomato sause",Non-veg,4.0,20
Rolls,Egg Roll,69,"Egg , served with mayo , onion , tomato sauce",Non-veg,4.0,20
Rolls,Heavy Egg Roll,95,"Double egg , served with mayo , onion , tomato sauce",Non-veg,4.0,20
Rolls,Paneer Roll,95,"Fried paneer , served with mayo , onion , tomato sauce",Veg,4.0,20
Mojitos,Mint Mojito,119,"Served with ice , mojito , lemon , mint",Veg,4.0,20
Mojitos,Blue Lagoon,119,"Served with ice , mojito , lemon",Veg,4.0,20
Mojitos,Watermelon,115,"Served with ice , mojito , lemon , mint",Veg,4.0,20
Mojitos,Ticklish Kiwi,119,"Served with ice , mojito , lemon , kiwi",Veg,4.0,20
Mojitos,Paan Mojito,119,Paan Mojito,Veg,4.0,20
French Fries,Salted Fries (Small),79,Fried french fries with salt,Veg,4.0,20
French Fries,Salted Fries (Large),125,Fried french fries with salt,Veg,4.0,20
French Fries,Creamy Fries,169,Fries with different tasty sauces,Veg,4.0,20
French Fries,Peri Peri Fries,155,Fries with peri peri sprinkles,Veg,4.0,20
French Fries,Masala Fries,129,Fries with chat masala,Veg,4.0,20
Cold Coffee,Classic,119,Served with nescafe coffee with soft icecream,Veg,4.0,20
Shakes,Mango Shake,119,Served with mango crush in soft icecream,Veg,4.0,20
Shakes,Strawberry Shake,139,Served with strawberry crush in soft icecream,Veg,4.0,20
Shakes,Very Blue Berry,149,Served with blueberry crush in soft icecream,Veg,4.0,20
Shakes,Pineapple Shake,119,Served with pineapple crush in soft icecream,Veg,4.0,20
Shakes,Oreo Overloaded,139,Served with oreo blended with chocolate in soft icecream,Veg,4.0,20
Shakes,Sweet Paan Shake,129,Served with paan flavour in soft icecream,Veg,4.0,20
Shakes,Banana Shake,119,Served with banana crush in soft icecream,Veg,4.0,20
Shakes,Litchi Shake,135,Served with litchi crush in soft icecream,Veg,4.0,20
Nuggets/Popcorn,Chicken Nuggets (6 Pcs),129," Small piece of deboned chicken meat that is breaded or battered, then deep-fried",Non-veg,4.0,20
Nuggets/Popcorn,Chicken Nuggets (12 Pcs),189," Small piece of deboned chicken meat that is breaded or battered, then deep-fried",Non-veg,4.0,20
Nuggets/Popcorn,Veg Nuggets (12 Pcs),119,Veg Nuggets (12 Pcs),Veg,4.0,20
Recommended,Special Chicken Roasted(Full) + 2 Chicken Biryani (Full),519,"Paneer pakora are savory gram flour batter coated Indian cottage cheese fritters. Its a best snack to pair up with evening tea. 
.",Non-veg,4.0,21
Recommended,2 Butter Chicken + 12 Paratha,319,"A delightful mouth watering succulent chicken chunks soaked in cream, spices and loaded with butter gravy.",Non-veg,4.0,21
Recommended,Beef Seekh Kebab,20,Beef Seekh Kebab,Non-veg,4.0,21
Recommended,Beef Pasanda,32,Beef Pasanda,Non-veg,4.0,21
Recommended,Special Chicken Seekh Kebab,40,Special Chicken Seekh Kebab,Non-veg,4.0,21
Recommended,Paratha,15,Paratha,Veg,4.0,21
Recommended,Special Paratha,20,Special Paratha,Veg,4.0,21
Recommended,Chicken Fry,90,"Pieces of chicken marinated in a spicy masala and deep fried, made to perfection, serves one.",Non-veg,4.0,21
Recommended,Chicken Roasted,78,"The chicken is marinated in a spiced yogurt mixture, the pieces are threaded onto skewers and then placed in the tandoor to cook.",Non-veg,4.0,21
Recommended,Special Chicken Roasted,78,"The chicken is marinated in a spiced yogurt mixture, the pieces are threaded onto skewers and then placed in the tandoor to cook.",Non-veg,4.0,21
Recommended,Chicken Korma,104,"Chicken korma is a traditional Indian dish that's light and flavorful almond curry made with tomato paste, plenty of spices and cream thats buttery and completely delicious.",Non-veg,4.0,21
Recommended,Chicken Biryani ,32,item not serve with raita and gravy,Non-veg,4.0,21
Recommended,Butter Chicken,130,"A delightful mouth watering succulent chicken chunks soaked in cream, spices and loaded with butter gravy.",Non-veg,4.0,21
Family Binge Combos,Serve For 4 Combos ,519,Special Chicken Roasted(Full) + 2 Chicken Biryani (Full),Non-veg,4.0,21
Family Binge Combos,2 Chicken Korma + 8 Paratha,299,2 Chicken Korma + 8 Paratha,Non-veg,4.0,21
Family Binge Combos,Special Chicken Roasted(Full) + 2 Chicken Biryani (Full),519,"Paneer pakora are savory gram flour batter coated Indian cottage cheese fritters. Its a best snack to pair up with evening tea. 
.",Non-veg,4.0,21
Family Binge Combos,Serve For 5 Combos ,699,Chicken Seekh Kebab (5 Pcs) + 1 Chicken Roasted (Full) + 3 Chicken Biryani (Full),Non-veg,4.0,21
Family Binge Combos,2 Butter Chicken + 12 Paratha,319,"A delightful mouth watering succulent chicken chunks soaked in cream, spices and loaded with butter gravy.",Non-veg,4.0,21
Family Binge Combos,Chicken Seekh Kebab (5 Pcs) + 1 Chicken Roasted (Full) + 3 Chicken Biryani (Full),699,Chicken Seekh Kebab (5 Pcs) + 1 Chicken Roasted (Full) + 3 Chicken Biryani (Full),Non-veg,4.0,21
Family Binge Combos,Serve For 6 Combos ,1149,3 Butter Chicken + 15 Paratha + 6 Biryani (Half) + 3 Special Roasted Chicken(Quarter),Non-veg,4.0,21
Family Binge Combos,3 Butter Chicken + 15 Paratha + 6 Biryani (Half) + 3 Special Roasted Chicken(Quarter),1149,3 Butter Chicken + 15 Paratha + 6 Biryani (Half) + 3 Special Roasted Chicken(Quarter),Non-veg,4.0,21
Pocket Friendly Combos,Chicken Fry + Thums up 200 ml,95,Chicken Fry + Thums up 200 ml,Non-veg,4.0,21
Pocket Friendly Combos,Chicken Roasted + Thums up 200 ml,90,Chicken Roasted + Thums up 200 ml,Non-veg,4.0,21
Pocket Friendly Combos,Special Chicken Roasted + Thums up 200 ml,100,Special Chicken Roasted + Thums up 200 ml,Non-veg,4.0,21
Pocket Friendly Combos,Chicken Korma + Rumali Roti(2) + Thums up 200 ml,110,Chicken Korma + Rumali Roti(2) + Thums up 200 ml,Non-veg,4.0,21
Pocket Friendly Combos,Butter Chicken + Rumali Roti(2) + Thums up 200 ml,155,Butter Chicken + Rumali Roti(2) + Thums up 200 ml,Non-veg,4.0,21
Pocket Friendly Combos,Fish Fry Boneless + Thums up 200 ml,119,Fish Fry Boneless + Thums up 200 ml,Non-veg,4.0,21
Pocket Friendly Combos,Mutton Korma + Rumali Roti(2) + Thums up 200 ml,155,Mutton Korma + Rumali Roti(2) + Thums up 200 ml,Non-veg,4.0,21
Roll,Special Chicken  Kabab Roll,58,Special Chicken  Kabab Roll,Non-veg,4.0,21
Roll,Chicken Kabab Roll,45,Chicken Kabab Roll,Non-veg,4.0,21
Roll,Special Beef  Kabab Roll,52,Special Beef  Kabab Roll,Non-veg,4.0,21
Roll,Beef Kabab Roll,39,Beef Kabab Roll,Non-veg,4.0,21
Roll,Special Pasanda Roll,65,Special Pasanda Roll,Non-veg,4.0,21
Roll,Pasanda Roll,52,Pasanda Roll,Non-veg,4.0,21
Kebab,Beef Seekh Kebab,20,Beef Seekh Kebab,Non-veg,4.0,21
Kebab,Beef Pasanda,32,Beef Pasanda,Non-veg,4.0,21
Kebab,Special Chicken Seekh Kebab,40,Special Chicken Seekh Kebab,Non-veg,4.0,21
Kebab,Special Beef Seekh Kebab,35,Special Beef Seekh Kebab,Non-veg,4.0,21
Kebab,Paratha,15,Paratha,Veg,4.0,21
Kebab,Rumali Roti,10,Rumali Roti,Veg,4.0,21
Kebab,Special Paratha,20,Special Paratha,Veg,4.0,21
Chicken,Chicken Fry,90,"Pieces of chicken marinated in a spicy masala and deep fried, made to perfection, serves one.",Non-veg,4.0,21
Chicken,Chicken Seekh Kebab,33,Chicken Seekh Kebab,Non-veg,4.0,21
Chicken,Chicken Roasted,78,"The chicken is marinated in a spiced yogurt mixture, the pieces are threaded onto skewers and then placed in the tandoor to cook.",Non-veg,4.0,21
Chicken,Special Chicken Roasted,78,"The chicken is marinated in a spiced yogurt mixture, the pieces are threaded onto skewers and then placed in the tandoor to cook.",Non-veg,4.0,21
Chicken,Chicken Korma,104,"Chicken korma is a traditional Indian dish that's light and flavorful almond curry made with tomato paste, plenty of spices and cream thats buttery and completely delicious.",Non-veg,4.0,21
Chicken,Chicken Biryani ,32,item not serve with raita and gravy,Non-veg,4.0,21
Chicken,Butter Chicken,130,"A delightful mouth watering succulent chicken chunks soaked in cream, spices and loaded with butter gravy.",Non-veg,4.0,21
Extra,Onion Salad,40,Onion Salad,Veg,4.0,21
Mutton,Mutton Korma,182,"Mutton korma is a traditional Indian dish that's light and flavorful almond curry made with tomato paste, plenty of spices and cream thats buttery and completely delicious.",Non-veg,4.0,21
Fish,Fish Fry Boneless,110,It is a simple medium spicy starter fish recipe that is marinated in spices then deep-fried well like a fish pakora. The deep-fried fish is stir-fried in spice and yoghurt masala.,Non-veg,4.0,21
Fish,Fish Fry 1 Bone,90,"Crispy, flavourful fish tikka marinated with yogurt and special spices fried in oil.",Non-veg,4.0,21
Recommended,Mushroom Naan Bombs,190,Chef Recommendations,Veg,4.4,22
Recommended,Not Your Regular Bread Pakoda,99,Not Your Regular Bread Pakoda,Veg,4.4,22
Recommended,Badnam Tandoori Murgh,285,Chef Recommendations,Non-veg,4.4,22
Recommended,Butter Chicken Naan Bombs,220,Chef Recommendations,Non-veg,4.4,22
Recommended,Chicken Reshmi Seekh,160,Chef Recommendations,Non-veg,4.4,22
Recommended,Makhamali Mutton Seekh,165,Chef Recommendations,Non-veg,4.4,22
Recommended,Double Dal Tadka,135,Double is not just name. One can smell it too,Veg,4.4,22
Recommended,Garlic Palak Paneer,180,If you like extra garlic in your paneer. Chef Recommendations,Veg,4.4,22
Recommended,Jodhpuri Dal Makhani,180,24/7 cooked black dal.Chef Recommendations,Veg,4.4,22
Recommended,Papa Ka Famous Sindhi Cooker Chicken,180,Slow cooked chicken in desi ghee,Non-veg,4.4,22
Recommended,Dahi Ki Khamiri Roti,30,Dahi Ki Khamiri Roti,Veg,4.4,22
Recommended,Ajwain Lachha Paratha,30,Ajwain Lachha Paratha,Veg,4.4,22
Recommended,Garlic Lachha Paratha,30,Garlic Lachha Paratha,Veg,4.4,22
Recommended,Mirch Lachha Paratha,30,Mirch Lachha Paratha,Veg,4.4,22
Recommended,Lacha Paratha,30,Lacha Paratha,Veg,4.4,22
Recommended,Pudina Lachha Paratha,30,Pudina Lachha Paratha,Veg,4.4,22
Recommended,DAL MAKHANI MEAL,150,"Dal makhani,2 kulcha, salad, raita, papad",Veg,4.4,22
Recommended,Paneer Makhhan Thali,169,"Paneer, dal ,2 kulcha, salad, raita, papad",Veg,4.4,22
Recommended,Pindi Chole Chawal Meal,169,"Amritsari chole, Dal makhni, butter rice salad, raita",Veg,4.4,22
Starters,Chandani Paneer Tikka,220,Paneer cooked in white cream marination,Veg,4.4,22
Starters,Bhutta Daba Kar,195,American corn crispy fritters,Veg,4.4,22
Starters,Dahi Ke Kabab,195,Chef Recommendations,Veg,4.4,22
Starters,Mushroom Galawat,190,Chef Recommendations,Veg,4.4,22
Starters,Mushroom Naan Bombs,190,Chef Recommendations,Veg,4.4,22
Starters,Nimbu Paneer Tikka,220,Nimbu Paneer Tikka,Veg,4.4,22
Starters,Paneer Shashlik,220,Spicy,Veg,4.4,22
Starters,Not Your Regular Bread Pakoda,99,Not Your Regular Bread Pakoda,Veg,4.4,22
Starters,Afghani Malai Murgh Tikka,225,Chef Recommendations,Non-veg,4.4,22
Starters,Ajwaini Methi Machi Tikka,275,"Soft FIsh, Ajwain and flavours define it most aptly",Non-veg,4.4,22
Starters,Amritsari Fish Fry,275,Chef Recommendations,Non-veg,4.4,22
Starters,Badnam Tandoori Murgh,285,Chef Recommendations,Non-veg,4.4,22
Starters,Butter Chicken Naan Bombs,220,Chef Recommendations,Non-veg,4.4,22
Starters,Chicken Reshmi Seekh,160,Chef Recommendations,Non-veg,4.4,22
Starters,Chopped Fish Cutlet,250,Chopped Fish Cutlet,Non-veg,4.4,22
Starters,Ghee Roast Chicken,225,Spicy,Non-veg,4.4,22
Starters,Lehsuni Machi Tikka,275,Chef Recommendations,Non-veg,4.4,22
Starters,Makhamali Mutton Seekh,165,Chef Recommendations,Non-veg,4.4,22
Starters,Murgh Lesuni Tikka,225,Murgh Lesuni Tikka,Non-veg,4.4,22
Starters,Shammi Kabab With Ulta Tawa,165,Shammi Kabab With Ulta Tawa,Non-veg,4.4,22
Starters,Surkh Chicken Tikka,225,Spicy,Non-veg,4.4,22
Starters,Not Your Regular Bread Pakoda - Chicken,129,Not Your Regular Bread Pakoda - Chicken,Non-veg,4.4,22
Starters,Chicken Keema Shawarma [2 Pieces],165,Chef Recommendations,Non-veg,4.4,22
None,Double Dal Tadka,135,Double is not just name. One can smell it too,Veg,4.4,22
None,Kadhai Vegetables,190,"English vegetables like babycorn, mushroom , pepper and corn sauted well to cherish as side dish.",Veg,4.4,22
None,Garlic Palak Paneer,180,If you like extra garlic in your paneer. Chef Recommendations,Veg,4.4,22
None,Jodhpuri Dal Makhani,180,24/7 cooked black dal.Chef Recommendations,Veg,4.4,22
None,Kadhai Paneer,190,Kadhai Paneer,Veg,4.4,22
None,Lesuni Palak,140,Dry palak cooked in garlic oil.,Veg,4.4,22
None,Mushroom Paneer Pepper Fry,175,Dry peppery mushroom cooked in south indian flavours.,Veg,4.4,22
None,Palak Malai Paneer Kofta,190,Palak Malai Paneer Kofta,Veg,4.4,22
None,Paneer Makhans,190,There is nothing called less butter in this dish.,Veg,4.4,22
None,Paneer Pasanda,210,Sandwiched Paneer in yellow nutty gravy.Chef Recommendations,Veg,4.4,22
None,Birbal Ki Khichdi,200,Chef Recommendations,Veg,4.4,22
None,Boneless Lachha Butter Chicken,192,"Note : Its not sweet butter chicken. Cream, butter and our cooking involves. Shredded Chicken",Non-veg,4.4,22
None,Chicken Bomb Masala,195,Chicken Boneless balls soaked in flavourful gravy. Totally a bomb.,Non-veg,4.4,22
None,Chicken Chettinad,192,Chef Recommendations,Non-veg,4.4,22
None,Handi Chicken,192,Handi Chicken,Non-veg,4.4,22
None,Kali Mirch Chicken,180,Chef Recommendations,Non-veg,4.4,22
None,Lacha Butter Chicken With Bone,192,"Note : Its not sweet butter chicken. Cream, butter and our cooking involves.",Non-veg,4.4,22
None,Mutton Rogani,200,"Chef Recommendations, Spicy",Non-veg,4.4,22
None,Papa Ka Famous Sindhi Cooker Chicken,180,Slow cooked chicken in desi ghee,Non-veg,4.4,22
None,Rara Mutton Ghost,215,Rara Mutton Ghost,Non-veg,4.4,22
None,Saag Chicken,180,Chef Recommendations,Non-veg,4.4,22
None,Saag Mutton,200,Chef Recommendations,Non-veg,4.4,22
Indian Breads & Rice,Butter Jeera Rice,120,Butter Jeera Rice,Veg,4.4,22
Indian Breads & Rice,Chilli Garlic Cheese Naan,90,Chilli Garlic Cheese Naan,Veg,4.4,22
Indian Breads & Rice,Lasooni Khamiri Roti,45,Lasooni Khamiri Roti,Non-veg,4.4,22
Indian Breads & Rice,Kalongi Naan,60,Kalongi Naan,Veg,4.4,22
Indian Breads & Rice,Butter Garlic Rice,120,Butter Garlic Rice,Veg,4.4,22
Indian Breads & Rice,Bhatti Roti,15,Bhatti Roti,Veg,4.4,22
Indian Breads & Rice,Dahi Ki Khamiri Roti,30,Dahi Ki Khamiri Roti,Veg,4.4,22
Indian Breads & Rice,Ajwain Lachha Paratha,30,Ajwain Lachha Paratha,Veg,4.4,22
Indian Breads & Rice,Garlic Lachha Paratha,30,Garlic Lachha Paratha,Veg,4.4,22
Indian Breads & Rice,Mirch Lachha Paratha,30,Mirch Lachha Paratha,Veg,4.4,22
Indian Breads & Rice,Lacha Paratha,30,Lacha Paratha,Veg,4.4,22
Indian Breads & Rice,Pudina Lachha Paratha,30,Pudina Lachha Paratha,Veg,4.4,22
Indian Breads & Rice,Butter Naan,50,Butter Naan,Veg,4.4,22
Indian Breads & Rice,Chur Chur Naan,60,Chur Chur Naan,Veg,4.4,22
Indian Breads & Rice,Garlic Naan,60,Garlic Naan,Veg,4.4,22
Indian Breads & Rice,Stuffed Amritsari Kulcha,60,Stuffed Amritsari Kulcha,Veg,4.4,22
Indian Breads & Rice,Keema Kulcha,80,Keema Kulcha,Non-veg,4.4,22
POCKET FRIENDLY COMBOS,DAL MAKHANI MEAL,150,"Dal makhani,2 kulcha, salad, raita, papad",Veg,4.4,22
POCKET FRIENDLY COMBOS,Chole With Kulche Meal,169,"Amritsari chole, Dal makhni, stuffed kulcha, salad, raita",Veg,4.4,22
POCKET FRIENDLY COMBOS,Chur Chur Naan Meal,169,"Amritsari chole, Dal makhni, chur chur naan, salad, raita",Veg,4.4,22
POCKET FRIENDLY COMBOS,Mummy Ka Dal Chawal Meal,159,"Homely cooked dal, butter rice,  chips, raita, salad",Veg,4.4,22
POCKET FRIENDLY COMBOS,Paneer Makhhan Thali,169,"Paneer, dal ,2 kulcha, salad, raita, papad",Veg,4.4,22
POCKET FRIENDLY COMBOS,CHICKEN THALI MEAL,211,"Chicken, dal makhani, salad, raita, 2 pudina lacha paratha",Non-veg,4.4,22
POCKET FRIENDLY COMBOS,Butter Chicken Meal,221,"Butter chicken, dal makhani, 2 naan, Salad, Raita, Namkeen",Non-veg,4.4,22
POCKET FRIENDLY COMBOS,Pindi Chole Chawal Meal,169,"Amritsari chole, Dal makhni, butter rice salad, raita",Veg,4.4,22
Recommended,Mutton Biryani,110,Rice and mutton cooked together in home made spices with a dum and served with gravy. Serves 1.,Non-veg,3.9,23
Recommended,Chicken Biryani,90,A flavorful combination of rice and succulent pieces of chicken cooked in a fragrant and flavorful masala seasoned with Indian whole spices; served with raita.,Non-veg,3.9,23
Recommended,Veg Biryani,90,A flavorful combination of rice and assorted veggies cooked in a fragrant and flavorful masala seasoned with Indian whole spices. Serves 1-2.,Veg,3.9,23
Recommended,Egg Biryani,80,"Egg Biryani is a splendorous rice preparation, replete with the magic of Indian spices and the richness of masaledar boiled eggs.",Non-veg,3.9,23
Recommended,Chicken Roll,85,Chicken Roll,Non-veg,3.9,23
Recommended,Mutton Egg Roll,105,Mutton Egg Roll,Non-veg,3.9,23
Recommended,Mutton Roll,95,Mutton Roll,Non-veg,3.9,23
Recommended,Egg Chicken Roll,95,Egg Chicken Roll,Non-veg,3.9,23
Recommended,Kebab Roll,60,Kebab Roll,Non-veg,3.9,23
Recommended,Egg Roll,60,Egg Roll,Non-veg,3.9,23
Recommended,Paneer Roll,60,Paneer Roll,Veg,3.9,23
Recommended,Chicken Fried Rice,100,Chicken Fried Rice,Non-veg,3.9,23
Recommended,Egg Fried Rice,90,Egg Fried Rice,Non-veg,3.9,23
Recommended,Chicken Lolipop,140,Everyone's favorite home-spiced chicken lollipop dipped in a flavorfull batter and deep fried to perfection.,Non-veg,3.9,23
Recommended,Chilli Chicken,200,A mouthwatering dish prepared with chicken fried to golden brown and stir fried with assorted vegetables and spicy sauces.,Non-veg,3.9,23
Recommended,Fish Tikka Boneless,200,"This spicy fish tikka are marinated in a yoghurt based marination and then baked , roast or shallow fry till crisp golden. Fish Tikka are served as an appetizer or snacks with cilantro mint chutney, lemon wedges and onion slices.",Non-veg,3.9,23
Recommended,Paneer Butter Masala,140,"A vibrant, tangy, spiced paneer dish that can brighten up your day any time. made with the usual Indian pantry staples like onions, tomatoes, capsicum (green bell peppers) and Indian spices.",Veg,3.9,23
Recommended,Paneer Tikka (8 Pcs),230,Paneer Tikka (8 Pcs),Veg,3.9,23
Recommended,Paneer Kadai,140,"A popular North-Indian main course made up with onion, capsicum and lots of paneer. The vibrant use of Indian spices makes the dish feel aromatic and awesome to taste.",Veg,3.9,23
Recommended,Mutton Shami Kebab,80,Mutton Shami Kebab,Non-veg,3.9,23
Recommended,Mutton Boti Kebab,270,Mutton kabab is an Indian mutton kabab recipe that is made with marinated boneless pieces of mutton that are skewered & cooked until just tender & juicy.,Non-veg,3.9,23
Recommended,Chicken Boti Kebab,150,Chicken boti kabab is an Indian chicken kabab recipe that is made with marinated boneless pieces of chicken that are skewered & cooked until just tender & juicy.,Non-veg,3.9,23
Recommended,Chicken Korma,190,"A traditional chicken recipe, that uses lean chicken pieces slow-cooked in a delicious blend of signature aromatic spices and is a sure delight for your senses.",Non-veg,3.9,23
Recommended,Chicken Handi,190,Chicken chunks slow cooked in earthern pot ultimately giving that earthy flavour served with rice.,Non-veg,3.9,23
Recommended,Chicken Mughlai,200,An irresistible preparation with chicken cooked in a perfectly seasoned onion-tomato gravy. Serves one to two.,Non-veg,3.9,23
Recommended,Chicken Masala,200,A flavor-packed combo of delectable chicken masala served with choice between rice or roti and salad. (Serves 1).,Non-veg,3.9,23
Recommended,Chicken Do Pyaza,190,"Chicken cooked in a variety of spices, yogurt and kasoori methi and with lots of onions. The Onions are added at two stages during cooking, hence the name Do Pyaza.",Non-veg,3.9,23
Recommended,Chicken Kadai,190,A flavor-packed preparation with assorted veggies and chicken cooked in a perfectly seasoned onion-tomato gravy.,Non-veg,3.9,23
Recommended,Chicken Kali Mirch,200,Chicken kali mirch is also called as Indian black pepper chicken curry or murgh kali mirch. It is delicious peppery curry of marinated chicken cooked in black pepper yogurt gravy.,Non-veg,3.9,23
Recommended,Chicken Tandoori,190,"The chicken is marinated in a spiced yogurt mixture, the pieces are threaded onto skewers and then placed in the tandoor to cook.",Non-veg,3.9,23
Recommended,Chicken Manchurian,180,A classic Indo Chinese recipe of chicken Manchurian is a favourite amongst all Indians.,Non-veg,3.9,23
Recommended,Boneless Chicken Chilli,270,"Juicy chicken pcs sizzled with burnt chilli flakes and combination of in house special sauce to give a tangy and spicy taste.
",Non-veg,3.9,23
Recommended,Mutton Rogan Josh,210,"Much loved recipe of mutton morsels cooked in freshly ground spice blend, immaculately cooked and simmered to perfection. Best savoured with rice or roti.",Non-veg,3.9,23
Recommended,Mutton Do Pyaza,200,"Much loved recipe of mutton morsels cooked in freshly ground spice blend, immaculately cooked, and simmered to perfection. Best savoured with jrice or roti.",Non-veg,3.9,23
Recommended,Mutton Curry,190,"Mutton curry is made with onions, garlic, chillies, spices and garam masala with deep-fried mutton that add a trademark texture and flavour to the gravy.",Non-veg,3.9,23
Recommended,Fish Fry,100,It is a simple medium spicy starter fish recipe that is marinated in spices then deep-fried well like a fish pakora. The deep-fried fish is stir-fried in spice and yoghurt masala.,Non-veg,3.9,23
Recommended,Fish Curry,170,Simple delicious Indian fish curry cooked in onion tomato base with freshly grounded masala.,Non-veg,3.9,23
Recommended,Egg Curry,100,Boiled eggs are just simmered in spicy masala gravy. It has a nice tangy taste of tomatoes coupled with the flavors and taste of the spices that are used.,Non-veg,3.9,23
Recommended,Plain Rice,60,Plain Rice,Veg,3.9,23
Recommended,Tawa Roti,15,Tawa Roti,Veg,3.9,23
Biryani,Mutton Biryani,110,Rice and mutton cooked together in home made spices with a dum and served with gravy. Serves 1.,Non-veg,3.9,23
Biryani,Chicken Biryani,90,A flavorful combination of rice and succulent pieces of chicken cooked in a fragrant and flavorful masala seasoned with Indian whole spices; served with raita.,Non-veg,3.9,23
Biryani,Veg Biryani,90,A flavorful combination of rice and assorted veggies cooked in a fragrant and flavorful masala seasoned with Indian whole spices. Serves 1-2.,Veg,3.9,23
Biryani,Egg Biryani,80,"Egg Biryani is a splendorous rice preparation, replete with the magic of Indian spices and the richness of masaledar boiled eggs.",Non-veg,3.9,23
Roti,Tandoori Roti,20,Tandoori Roti,Veg,3.9,23
Roti,Tandoori Butter Roti,25,Tandoori Butter Roti,Veg,3.9,23
Roti,Plain Naan Roti,40,Plain Naan Roti,Veg,3.9,23
Roti,Butter Naan Roti,50,Butter Naan Roti,Veg,3.9,23
Roti,Laccha Paratha,40,Laccha Paratha,Veg,3.9,23
Roti,Missi Roti,40,Missi Roti,Veg,3.9,23
None,Chicken Roll,85,Chicken Roll,Non-veg,3.9,23
None,Mutton Egg Roll,105,Mutton Egg Roll,Non-veg,3.9,23
None,Mutton Roll,95,Mutton Roll,Non-veg,3.9,23
None,Egg Chicken Roll,95,Egg Chicken Roll,Non-veg,3.9,23
None,Kebab Roll,60,Kebab Roll,Non-veg,3.9,23
None,Egg Roll,60,Egg Roll,Non-veg,3.9,23
None,Paneer Roll,60,Paneer Roll,Veg,3.9,23
None,Chicken Fried Rice,100,Chicken Fried Rice,Non-veg,3.9,23
None,Mutton Fried Rice,110,Mutton Fried Rice,Non-veg,3.9,23
None,Egg Fried Rice,90,Egg Fried Rice,Non-veg,3.9,23
